url_length,url_num_params,url_num_special_chars,url_has_sql_keywords,url_has_xss_patterns,url_has_cmd_injection,url_has_traversal,url_has_ssrf_patterns,url_has_typosquatting,url_contains_ip,payload_length,payload_special_chars,payload_num_sql_keywords,payload_num_xss_patterns,payload_has_encoding,payload_is_empty,payload_contains_hex,is_error_response,is_success_response,response_size_ratio,source_ip_freq,source_ip_attack_ratio,is_known_attacker_ip,destination_ip_freq,destination_ip_attack_count,is_attack_tool_ua,ua_is_browser,ua_is_bot,ua_length,attack_pattern_sql,attack_pattern_xss,attack_pattern_cmd,attack_pattern_traversal,attack_pattern_ssrf,attack_pattern_typosquatting,attack_pattern_credential,special_chars_ratio,url_param_ratio,is_https,is_post_method,is_get_method,is_attack,attack_type_label
39,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,10,0.6,0,993,582,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0,0,0,0,normal
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.3333333333333333,0,1056,656,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0,0,0,0,normal
57,1,9,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,1,345.04347826086956,11,0.6363636363636364,0,997,619,0,1,0,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017543859649122806,0,0,0,1,typosquatting_url_spoofing
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,4,0.0,0,998,578,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,42,1,0,0,0,0,0,1,0,131.88095238095238,2,0.5,0,951,546,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023809523809523808,0.0,0,0,0,1,credential_stuffing_brute_force
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,8,0.5,0,1056,656,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
69,1,8,1,0,0,0,0,0,0,59,5,1,0,0,0,0,1,0,24.23728813559322,11,0.9090909090909091,1,1020,627,1,0,0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.014492753623188406,0,0,0,1,sql_injection
46,3,11,0,0,1,0,1,0,1,28,3,0,0,0,0,0,1,0,143.0,6,0.6666666666666666,0,951,546,1,0,0,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.10714285714285714,0.06521739130434782,0,0,0,1,command_injection
50,1,9,0,0,0,0,0,0,0,27,0,0,0,1,0,0,1,0,131.62962962962962,7,0.7142857142857143,0,997,619,1,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0,0,1,directory_traversal
6,0,1,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,154.77142857142857,12,0.6666666666666666,0,1028,611,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,0.0,0,0,0,1,credential_stuffing_brute_force
21,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,15,0.4666666666666667,0,986,617,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0,0,0,0,normal
35,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.4444444444444444,0,986,617,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0,0,0,0,normal
37,1,16,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,72.04545454545455,17,0.5294117647058824,0,998,578,0,1,0,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02702702702702703,0,0,0,1,directory_traversal
35,1,8,1,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,291.0,2,1.0,1,1010,589,1,0,0,12,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02857142857142857,0,0,0,1,command_injection
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,14,0.42857142857142855,0,986,617,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
52,1,5,0,1,0,0,0,0,0,42,6,0,1,0,0,0,1,0,81.76190476190476,10,0.7,0,1056,656,1,0,0,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.019230769230769232,0,0,0,1,xss
22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,12,0.75,0,993,582,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0,0,0,0,normal
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,2,0.5,0,1010,589,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
27,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,204.92307692307693,1,1.0,1,951,546,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,typosquatting_url_spoofing
47,1,8,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,129.33333333333334,8,0.5,0,1020,627,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0,0,0,1,ssrf
44,1,17,0,0,0,1,0,0,0,26,0,0,0,0,0,0,1,0,73.53846153846153,6,0.8333333333333334,0,986,617,0,1,0,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022727272727272728,0,0,0,1,directory_traversal
33,1,16,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,252.77272727272728,9,0.8888888888888888,0,951,546,1,0,0,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030303030303030304,0,0,0,1,directory_traversal
32,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,9,0.3333333333333333,0,993,582,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,10,0.3,0,986,617,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.3333333333333333,0,1028,611,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0,0,0,0,normal
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.6666666666666666,0,993,582,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,12,0.5,0,998,578,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,11,0.7272727272727273,0,998,578,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,12,0.5,0,961,575,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0,0,0,0,normal
59,1,7,0,0,1,0,1,0,1,41,3,0,0,0,0,0,1,0,186.1219512195122,7,0.2857142857142857,0,1028,611,1,0,0,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07317073170731707,0.01694915254237288,0,0,0,1,command_injection
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.6666666666666666,0,998,578,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.5555555555555556,0,993,582,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,normal
28,1,6,1,0,1,0,1,0,1,10,1,1,0,0,0,0,1,0,573.9,10,0.3,0,1010,589,1,0,0,17,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,0.03571428571428571,0,0,0,1,command_injection
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.3333333333333333,0,986,617,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
26,1,6,0,0,1,0,1,0,1,8,1,0,0,0,0,0,1,0,997.125,1,1.0,1,993,582,1,0,0,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.125,0.038461538461538464,0,0,0,1,command_injection
23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,11,0.5454545454545454,0,993,582,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,33,1,0,0,0,0,0,1,0,61.15151515151515,7,0.8571428571428571,0,961,575,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,0.0,0,0,0,1,credential_stuffing_brute_force
6,0,1,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,23.885714285714286,3,0.6666666666666666,0,961,575,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,0.0,0,0,0,1,credential_stuffing_brute_force
28,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0.5,0,993,582,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0,0,0,0,normal
42,1,7,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,258.85714285714283,7,0.42857142857142855,0,997,619,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0,0,0,1,ssrf
20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.4444444444444444,0,1020,627,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0,0,0,0,normal
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,14,0.5714285714285714,0,1028,611,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
21,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.0,0,997,619,0,0,1,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.047619047619047616,0,0,0,0,normal
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,10,0.8,0,997,619,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
57,1,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,233.7826086956522,5,0.8,0,951,546,1,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0,0,0,1,typosquatting_url_spoofing
8,0,1,0,0,0,0,0,0,0,29,6,0,2,0,0,0,1,0,208.68965517241378,11,0.8181818181818182,0,1010,589,0,1,0,81,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0,0,0,1,xss
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,11,0.45454545454545453,0,997,619,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,4,0.25,0,1056,656,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0,0,0,0,normal
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.6666666666666666,0,993,582,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0,0,0,0,normal
25,1,3,0,0,1,0,0,0,0,8,1,0,0,0,0,0,1,0,319.625,3,0.6666666666666666,0,998,578,1,0,0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.04,0,0,0,1,command_injection
43,1,5,1,0,0,0,0,0,0,31,0,2,0,0,0,0,1,0,26.451612903225808,17,0.9411764705882353,1,961,575,1,0,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0,0,0,1,sql_injection
33,1,16,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,125.5909090909091,5,0.8,0,998,578,1,0,0,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030303030303030304,0,0,0,1,directory_traversal
36,1,9,0,0,0,0,1,0,1,25,0,0,0,0,0,0,1,0,238.8,2,0.5,0,961,575,0,1,0,91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.027777777777777776,0,0,0,1,ssrf
18,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,14,0.7142857142857143,0,993,582,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,31,1,0,0,0,0,0,1,0,84.35483870967742,9,0.8888888888888888,0,986,617,1,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.0,0,0,0,1,credential_stuffing_brute_force
37,1,3,0,1,0,0,0,0,0,27,2,0,3,0,0,0,0,1,133.2962962962963,13,0.6923076923076923,0,997,619,1,0,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.02702702702702703,0,0,0,1,xss
38,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,11,0.36363636363636365,0,951,546,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
59,1,7,0,0,1,0,1,0,1,41,3,0,0,0,0,0,1,0,102.34146341463415,6,0.6666666666666666,0,997,619,0,1,0,91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07317073170731707,0.01694915254237288,0,0,0,1,command_injection
20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,8,0.625,0,993,582,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0,0,0,0,normal
47,1,10,0,0,0,0,1,0,1,36,0,0,0,0,0,0,0,0,206.55555555555554,3,0.3333333333333333,0,1028,611,1,0,0,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02127659574468085,0,0,0,1,ssrf
39,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0.0,0,1056,656,0,1,0,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0,0,0,0,normal
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.6666666666666666,0,986,617,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
21,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,8,0.375,0,997,619,0,1,0,80,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0,0,0,0,normal
8,0,1,0,0,0,0,0,0,0,30,6,0,2,0,0,0,1,0,53.86666666666667,11,0.8181818181818182,0,1010,589,1,0,0,12,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,1,xss
26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,13,0.6153846153846154,0,1020,627,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0,0,0,0,normal
44,1,9,1,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,157.1851851851852,3,1.0,1,1028,611,1,0,0,11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0,0,0,1,command_injection
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.6666666666666666,0,986,617,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
26,1,5,1,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,219.5625,7,0.5714285714285714,0,951,546,1,0,0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.038461538461538464,0,0,0,1,sql_injection
60,1,5,1,0,0,0,0,0,0,45,1,2,0,0,0,0,1,0,138.75555555555556,13,0.5384615384615384,0,993,582,0,1,0,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.016666666666666666,0,0,0,1,sql_injection
8,0,1,0,0,0,0,0,0,0,27,2,0,3,0,0,0,0,1,66.18518518518519,9,0.5555555555555556,0,1056,656,0,1,0,91,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0,0,0,1,xss
130,1,7,1,0,0,0,0,0,0,120,1,1,0,0,0,0,0,0,33.541666666666664,12,0.75,0,998,578,1,0,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.007692307692307693,0,0,0,1,sql_injection
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,5,0.4,0,1028,611,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
26,1,6,0,0,1,0,1,0,1,8,1,0,0,0,0,0,0,0,163.875,11,0.45454545454545453,0,997,619,0,1,0,91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.125,0.038461538461538464,0,0,0,1,command_injection
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,13,0.46153846153846156,0,951,546,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
24,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,9,0.3333333333333333,0,1056,656,0,1,0,91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
31,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0.0,0,951,546,0,0,1,72,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0,0,0,0,normal
71,1,8,1,0,0,0,0,0,0,59,5,1,0,0,0,0,1,0,23.406779661016948,10,0.7,0,993,582,1,0,0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.014084507042253521,0,0,0,1,sql_injection
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,5,0.4,0,986,617,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,3,0.3333333333333333,0,993,582,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
38,1,5,0,1,0,0,0,0,0,28,2,0,2,0,0,0,1,0,102.39285714285714,6,0.6666666666666666,0,997,619,0,1,0,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.02631578947368421,0,0,0,1,xss
8,0,1,0,0,0,0,0,0,0,31,5,0,2,0,0,0,1,0,157.6451612903226,15,0.6666666666666666,0,986,617,1,0,0,17,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0,0,0,1,xss
26,1,5,1,0,0,0,0,0,0,16,1,1,0,0,0,0,1,0,457.1875,7,0.5714285714285714,0,1056,656,1,0,0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.038461538461538464,0,0,0,1,sql_injection
41,1,5,1,0,0,0,0,0,0,31,0,2,0,0,0,0,1,0,113.38709677419355,9,0.6666666666666666,0,1020,627,0,1,0,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0,0,0,1,sql_injection
26,1,5,1,0,0,0,0,0,0,16,1,1,0,0,0,0,1,0,193.0,15,0.5333333333333333,0,998,578,1,0,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.038461538461538464,0,0,0,1,sql_injection
39,1,7,0,0,1,0,1,0,1,22,1,0,0,0,0,0,1,0,196.72727272727272,7,0.7142857142857143,0,1020,627,1,0,0,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.045454545454545456,0.02564102564102564,0,0,0,1,command_injection
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0.0,0,993,582,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0.5,0,998,578,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,39,1,0,0,0,0,0,1,0,109.92307692307692,2,0.5,0,1010,589,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,0.0,0,0,0,1,credential_stuffing_brute_force
21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.5555555555555556,0,1020,627,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0,0,0,0,normal
40,1,10,0,0,1,0,1,0,1,22,1,0,0,0,0,0,0,1,211.4090909090909,2,0.5,0,986,617,0,1,0,80,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.045454545454545456,0.025,0,0,0,1,command_injection
8,0,1,0,0,0,0,0,0,0,30,6,0,2,0,0,0,1,0,77.36666666666666,8,0.875,0,997,619,0,1,0,81,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,1,xss
40,1,10,0,0,0,0,1,0,1,30,0,0,0,0,0,0,1,0,88.96666666666667,4,0.75,0,1056,656,1,0,0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025,0,0,0,1,ssrf
40,1,4,0,1,0,0,0,0,0,30,6,0,2,0,0,0,1,0,251.2,11,0.5454545454545454,0,998,578,1,0,0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.025,0,0,0,1,xss
49,1,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,487.73333333333335,1,1.0,1,961,575,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0,0,0,1,typosquatting_url_spoofing
132,1,7,1,0,0,0,0,0,0,120,1,1,0,0,0,0,0,1,2.6166666666666667,6,0.5,0,1028,611,1,0,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.007575757575757576,0,0,0,1,sql_injection
44,1,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,614.1,2,1.0,1,961,575,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0,0,0,1,typosquatting_url_spoofing
21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.6666666666666666,0,951,546,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0,0,0,0,normal
32,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,10,0.5,0,1056,656,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,normal
40,1,10,0,0,0,0,1,0,1,30,0,0,0,0,0,0,1,0,35.8,2,0.5,0,1010,589,1,0,0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025,0,0,0,1,ssrf
45,1,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,335.54545454545456,12,0.75,0,951,546,1,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0,0,0,1,typosquatting_url_spoofing
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.6666666666666666,0,1010,589,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
23,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0.5,0,1056,656,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0,0,0,0,normal
27,1,3,1,0,1,0,0,0,0,10,1,1,0,0,0,0,0,0,641.7,3,0.6666666666666666,0,1020,627,1,0,0,17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0,0,0,1,command_injection
37,1,14,0,0,0,1,0,0,0,23,0,0,0,0,0,0,1,0,210.2608695652174,13,0.6153846153846154,0,1020,627,0,1,0,80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02702702702702703,0,0,0,1,directory_traversal
46,1,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,40.833333333333336,3,1.0,1,986,617,1,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0,0,0,1,typosquatting_url_spoofing
6,0,1,0,0,0,0,0,0,0,35,1,0,0,0,0,0,1,0,209.4857142857143,4,0.25,0,1028,611,1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,0.0,0,0,0,1,credential_stuffing_brute_force
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,11,0.45454545454545453,0,1028,611,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
33,1,16,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,165.77272727272728,3,1.0,1,1056,656,0,1,0,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030303030303030304,0,0,0,1,directory_traversal
54,1,5,1,0,0,0,0,0,0,44,2,0,0,0,0,0,1,0,108.70454545454545,11,0.6363636363636364,0,1010,589,1,0,0,14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.018518518518518517,0,0,0,1,sql_injection
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,12,0.5833333333333334,0,1010,589,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,10,0.7,0,998,578,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0,0,0,0,normal
38,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,14,0.7142857142857143,0,951,546,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.6666666666666666,0,1020,627,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
